"Season","Squad","Comp","Player","Nation","Pos","Age","MP","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","xG_Per_Minutes","xAG_Per_Minutes","xG+xAG_Per_Minutes","npxG_Per_Minutes","npxG+xAG_Per_Minutes","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","xAG","xA","A_minus_xAG","KP","Final_Third","PPA","CrsPA","PrgP","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Att","Live_Pass_Types","Dead_Pass_Types","FK_Pass_Types","TB_Pass_Types","Sw_Pass_Types","Crs_Pass_Types","TI_Pass_Types","CK_Pass_Types","In_Corner_Kicks","Out_Corner_Kicks","Str_Corner_Kicks","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","SCA_SCA","SCA90_SCA","PassLive_SCA_Types","PassDead_SCA_Types","TO_SCA_Types","Sh_SCA_Types","Fld_SCA_Types","Def_SCA_Types","GCA_GCA","GCA90_GCA","PassLive_GCA_Types","PassDead_GCA_Types","TO_GCA_Types","Sh_GCA_Types","Fld_GCA_Types","Def_GCA_Types","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take_Ons","Succ_Take_Ons","Succ_percent_Take_Ons","Tkld_Take_Ons","Tkld_percent_Take_Ons","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial_Duels","Lost_Aerial_Duels","Won_percent_Aerial_Duels"
"2022-2023","Porto","Primeira Liga","Mateus Uribe","COL","MF","31",31,29,2455,27.3,4,0,4,2,2,2,8,1,4.7,3.1,1.2,4.3,16,221,34,0.15,0,0.15,0.07,0.07,0.17,0.04,0.22,0.11,0.16,27.3,73,46,35,33,5,35,71,49.3,36,34,4,30,51,124,42,1,1478,1775,83.3,27409,9342,647,716,90.4,597,695,85.9,205,288,71.2,1.2,2.2,-1.2,18,182,27,2,221,4,29,6,20.7,1.06,0.22,0.07,0.33,17.6,2,2,2,0.11,-0.7,-1.1,1775,1664,101,56,12,15,25,40,5,2,3,0,1478,10,23,62,2.27,48,5,0,5,1,3,8,0.29,5,0,0,1,0,2,2073,80,461,1259,373,39,2071,31,20,64.5,8,25.8,1132,4101,1764,16,26,4,26,14,1337,34,1,54,23,0,25,46,0,1,0,262,60,29,67.4
"2022-2023","Porto","Primeira Liga","Pepê","BRA","MF,DF","25",34,28,2642,29.4,4,7,11,4,0,0,2,0,5.1,5.1,4.5,9.6,101,136,191,0.14,0.24,0.37,0.14,0.37,0.17,0.15,0.33,0.17,0.33,29.4,41,28,21,15,5,21,50,42,29,26,2,24,44,85,21,0,1063,1385,76.8,16293,4836,628,739,85,325,419,77.6,81,139,58.3,4.5,5.3,2.5,36,93,40,6,136,4,34,8,23.5,1.16,0.27,0.12,0.5,20.2,0,0,0,0.15,-1.1,-1.1,1385,1234,140,22,9,11,52,108,8,5,1,0,1063,11,34,95,3.23,77,2,10,2,3,1,16,0.54,12,1,2,1,0,0,1787,39,332,820,665,74,1787,165,75,45.5,67,40.6,1126,6999,3625,101,77,28,67,38,1188,191,0,22,69,5,52,28,0,1,0,197,18,29,38.3
"2022-2023","Porto","Primeira Liga","Otávio","POR","MF","27",27,25,2266,25.2,5,7,12,5,0,1,7,0,4.4,3.6,7.8,11.4,63,263,113,0.2,0.28,0.48,0.2,0.48,0.17,0.31,0.48,0.14,0.45,25.2,70,43,23,26,21,35,84,41.7,49,32,3,29,18,88,17,0,1256,1605,78.3,21323,7952,631,711,88.7,430,529,81.3,148,244,60.7,7.8,9.7,-0.8,54,145,94,8,263,5,37,12,32.4,1.47,0.48,0.14,0.42,17.7,2,0,1,0.1,0.6,1.4,1605,1409,179,93,50,9,87,29,42,12,16,1,1256,17,35,134,5.33,93,21,5,5,8,2,18,0.72,15,1,0,0,2,0,1897,23,192,1004,735,66,1896,87,41,47.1,31,35.6,1139,5357,3081,63,61,12,47,26,1328,113,0,44,82,3,87,43,1,0,0,166,29,24,54.7
"2022-2023","Porto","Primeira Liga","Iván Marcano","ESP","DF","35",25,25,2195,24.4,4,0,4,4,0,0,9,1,2.8,2.6,0.1,2.8,11,116,4,0.16,0,0.16,0.16,0.16,0.11,0.01,0.12,0.11,0.11,24.4,18,11,14,4,0,8,18,44.4,10,24,16,8,27,45,66,1,1418,1578,89.9,30017,10938,372,408,91.2,806,857,94,227,286,79.4,0.1,1,-0.1,4,80,3,1,116,4,15,4,26.7,0.62,0.16,0.27,1,9.2,0,0,0,0.18,1.2,1.4,1578,1502,75,55,2,12,2,6,0,0,0,0,1418,1,7,13,0.53,12,0,0,1,0,0,1,0.04,1,0,0,0,0,0,1746,169,871,823,63,31,1746,5,3,60,2,40,1069,4974,2839,11,9,0,6,2,1253,4,0,26,7,4,2,11,0,0,0,143,62,29,68.1
"2022-2023","Porto","Primeira Liga","Wendell","BRA","DF","29",26,24,1965,21.8,1,2,3,1,0,0,4,0,0.6,0.6,1.8,2.5,81,78,110,0.05,0.09,0.14,0.05,0.14,0.03,0.08,0.11,0.03,0.11,21.8,48,28,24,19,5,23,47,48.9,24,15,0,15,25,73,25,0,1177,1393,84.5,18049,4202,668,711,94,414,492,84.1,67,132,50.8,1.8,2.3,0.2,18,71,21,10,78,1,12,3,25,0.55,0.14,0.08,0.33,20.5,3,0,0,0.05,0.4,0.4,1393,1167,223,45,4,5,97,132,46,31,7,0,1177,3,22,38,1.74,29,7,1,1,0,0,2,0.09,2,0,0,0,0,0,1597,39,373,789,449,26,1597,29,12,41.4,13,44.8,926,4902,2981,81,63,4,26,5,1006,110,0,31,30,1,97,28,0,0,0,114,24,16,60
"2022-2023","Porto","Primeira Liga","Pepe","POR","DF","39",24,22,1966,21.8,0,0,0,0,0,0,4,0,0.3,0.3,0.5,0.8,12,112,6,0,0,0,0,0,0.01,0.02,0.04,0.01,0.04,21.8,41,28,22,18,1,26,38,68.4,12,18,12,6,25,66,58,0,1281,1461,87.7,25573,9352,473,504,93.8,599,640,93.6,192,275,69.8,0.5,0.9,-0.5,7,110,5,0,112,0,7,2,28.6,0.32,0.09,0,0,16,0,0,0,0.04,-0.3,-0.3,1461,1382,75,69,2,29,2,5,0,0,0,0,1281,4,9,18,0.82,17,0,1,0,0,0,1,0.05,1,0,0,0,0,0,1645,149,728,868,57,17,1645,10,5,50,4,40,1085,4970,2920,12,10,0,10,6,1144,6,0,11,20,2,2,28,0,1,1,150,47,27,63.5
"2022-2023","Porto","Primeira Liga","Galeno","BRA","MF,FW","24",31,20,1998,22.2,8,3,11,7,1,1,4,0,9.2,8.5,4.7,13.1,129,53,293,0.36,0.14,0.5,0.32,0.45,0.42,0.21,0.63,0.38,0.59,22.2,28,16,9,7,12,14,28,50,14,21,3,18,21,49,25,0,597,809,73.8,9074,1888,355,416,85.3,181,245,73.9,43,70,61.4,4.7,5.4,-1.7,42,16,40,9,53,8,71,30,42.3,3.2,1.35,0.1,0.23,19.6,0,1,1,0.12,-1.2,-1.5,809,733,74,6,9,7,54,56,12,1,0,0,597,2,36,105,4.73,68,6,16,6,8,1,12,0.54,8,0,1,2,1,0,1125,23,123,290,727,140,1124,86,41,47.7,33,38.4,703,5651,3260,129,61,63,59,21,773,293,0,29,48,4,54,16,1,0,0,112,33,20,62.3
"2022-2023","Porto","Primeira Liga","Stephen Eustáquio","CAN","MF","25",29,19,1673,18.6,2,5,7,2,0,0,4,1,2.1,2.1,4.8,6.8,8,129,46,0.11,0.27,0.38,0.11,0.38,0.11,0.25,0.36,0.11,0.36,18.6,57,29,21,27,9,32,61,52.5,29,25,6,19,19,76,22,0,871,1057,82.4,15238,4374,396,451,87.8,370,426,86.9,83,130,63.8,4.8,3.7,0.2,30,88,26,1,129,2,26,7,26.9,1.4,0.38,0.08,0.29,20,2,0,0,0.08,-0.1,-0.1,1057,979,76,31,5,9,56,8,37,26,2,0,871,2,15,63,3.37,42,11,0,6,1,3,10,0.53,6,1,0,2,0,1,1245,28,220,680,350,41,1245,6,4,66.7,2,33.3,680,2411,948,8,12,3,20,8,825,46,1,30,12,3,56,29,0,0,0,93,21,21,50
"2022-2023","Porto","Primeira Liga","Evanilson","BRA","FW","22",23,18,1354,15,7,5,12,7,0,0,1,0,9.1,9.1,3,12.1,16,23,92,0.47,0.33,0.8,0.47,0.8,0.6,0.2,0.8,0.6,0.8,15,15,12,2,6,7,6,13,46.2,7,14,1,13,5,20,5,0,251,333,75.4,3062,572,160,190,84.2,44,63,69.8,14,17,82.4,3,2.5,2,16,13,5,0,23,7,34,13,38.2,2.26,0.86,0.21,0.54,11.3,0,0,0,0.27,-2.1,-2.1,333,320,12,0,7,2,7,4,0,0,0,0,251,1,13,31,2.04,22,0,2,2,5,0,8,0.53,5,0,0,2,1,0,488,7,50,204,243,79,488,35,13,37.1,17,48.6,301,1390,466,16,12,7,40,17,356,92,0,27,29,9,7,12,1,0,1,55,20,22,47.6
"2022-2023","Porto","Primeira Liga","João Mário Lopes","POR","DF","22",18,15,1190,13.2,1,4,5,1,0,0,3,1,0.7,0.7,3.1,3.9,47,49,108,0.08,0.3,0.38,0.08,0.38,0.06,0.24,0.29,0.06,0.29,13.2,26,11,13,6,7,15,33,45.5,18,8,0,8,10,36,14,0,542,682,79.5,8319,2658,295,342,86.3,203,243,83.5,31,55,56.4,3.1,3.1,0.9,23,29,23,13,49,1,11,2,18.2,0.83,0.15,0.09,0.5,18.1,0,0,0,0.07,0.3,0.3,682,572,110,7,5,2,54,101,2,2,0,0,542,0,20,45,3.41,36,1,6,0,2,0,6,0.45,5,0,0,0,1,0,823,26,183,383,269,34,823,45,18,40,18,40,473,2617,1530,47,28,14,20,10,534,108,0,21,18,0,54,11,0,0,0,63,9,9,50
"2022-2023","Porto","Primeira Liga","Fábio Cardoso","POR","DF","28",17,14,1235,13.7,2,0,2,2,0,0,4,0,1.3,1.3,0.1,1.4,3,36,2,0.15,0,0.15,0.15,0.15,0.09,0.01,0.1,0.09,0.1,13.7,7,3,4,2,1,3,7,42.9,4,8,5,3,12,19,47,0,824,905,91,16494,5221,260,284,91.5,460,483,95.2,98,125,78.4,0.1,0.7,-0.1,2,41,4,0,36,2,11,3,27.3,0.8,0.22,0.18,0.67,10.7,0,0,0,0.12,0.7,0.7,905,882,22,15,1,4,2,1,0,0,0,0,824,1,1,9,0.65,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1001,94,470,494,40,22,1001,5,3,60,1,20,674,2949,1646,3,5,0,3,2,767,2,0,10,5,0,2,3,0,0,0,64,31,14,68.9
"2022-2023","Porto","Primeira Liga","Marko Grujić","SRB","MF","26",24,14,1126,12.5,1,0,1,1,0,0,5,0,1.2,1.2,1.2,2.4,21,103,18,0.08,0,0.08,0.08,0.08,0.1,0.1,0.19,0.1,0.19,12.5,42,21,16,23,3,22,32,68.8,10,17,4,13,23,65,28,0,614,721,85.2,10735,3181,284,318,89.3,251,283,88.7,64,83,77.1,1.2,1.7,-1.2,10,74,6,1,103,1,17,3,17.6,1.36,0.24,0.06,0.33,17,0,0,0,0.07,-0.2,-0.2,721,708,9,9,3,5,4,0,0,0,0,0,614,4,5,31,2.51,26,0,2,3,0,0,2,0.16,2,0,0,0,0,0,893,41,180,569,147,30,893,16,9,56.3,7,43.8,478,2480,1338,21,18,2,6,11,582,18,0,40,9,0,4,21,0,0,0,91,61,25,70.9
"2022-2023","Porto","Primeira Liga","Toni Martínez","ESP","FW","25",31,10,1151,12.8,5,4,9,5,0,0,0,0,7,7,3.8,10.8,21,9,61,0.39,0.31,0.7,0.39,0.7,0.56,0.3,0.86,0.56,0.86,12.8,21,12,3,5,13,8,12,66.7,4,10,0,10,2,23,3,0,120,197,60.9,1353,236,87,116,75,21,45,46.7,2,8,25,3.8,2,0.2,17,4,3,0,9,5,51,23,45.1,3.99,1.8,0.1,0.22,13.2,0,0,0,0.14,-2,-2,197,187,6,0,1,2,10,1,0,0,0,0,120,4,5,33,2.61,18,0,1,9,3,2,7,0.55,3,0,1,2,1,0,329,4,23,107,203,83,329,14,6,42.9,5,35.7,169,887,427,21,4,9,19,9,243,61,0,28,17,14,10,12,2,0,0,30,54,39,58.1
"2022-2023","Porto","Primeira Liga","Zaidu Sanusi","NGA","DF","25",18,10,1049,11.7,0,0,0,0,0,0,3,0,0.3,0.3,1.2,1.5,27,52,81,0,0,0,0,0,0.02,0.1,0.13,0.02,0.13,11.7,15,7,8,5,2,11,21,52.4,10,13,4,9,11,26,20,0,467,623,75,8252,3441,197,226,87.2,225,296,76,38,77,49.4,1.2,1.4,-1.2,12,22,14,6,52,0,6,1,16.7,0.51,0.09,0,0,21,0,0,0,0.05,-0.3,-0.3,623,498,124,10,1,0,46,102,12,9,1,0,467,1,11,23,1.97,14,8,0,1,0,0,0,0,0,0,0,0,0,0,731,34,206,287,245,18,731,15,5,33.3,8,53.3,350,1582,869,27,21,2,24,4,409,81,0,15,4,5,46,7,0,1,0,65,21,11,65.6
"2022-2023","Porto","Primeira Liga","David Carmo","POR","DF","23",9,7,636,7.1,0,0,0,0,0,0,1,0,0.9,0.9,0,0.9,3,18,1,0,0,0,0,0,0.13,0,0.13,0.13,0.13,7.1,5,3,2,3,0,3,4,75,1,8,4,4,10,15,25,0,344,417,82.5,7427,2557,94,100,94,197,216,91.2,53,91,58.2,0,0.1,0,0,27,1,0,18,0,4,1,25,0.57,0.14,0,0,7.6,0,0,0,0.23,-0.9,-0.9,417,406,11,9,0,2,0,2,0,0,0,0,344,0,7,2,0.28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,478,64,279,186,13,9,478,0,0,NA,0,NA,337,1487,689,3,1,0,4,0,356,1,0,12,2,0,0,3,0,0,0,28,16,7,69.6
"2022-2023","Porto","Primeira Liga","André Franco","POR","MF,FW","24",17,6,697,7.7,2,0,2,2,0,0,2,0,2.1,2.1,0.7,2.9,20,48,41,0.26,0,0.26,0.26,0.26,0.27,0.1,0.37,0.27,0.37,7.7,11,7,2,6,3,4,14,28.6,10,3,1,2,5,16,4,0,303,370,81.9,5105,1491,152,168,90.5,113,125,90.4,30,57,52.6,0.7,1.1,-0.7,12,35,8,0,48,2,11,4,36.4,1.42,0.52,0.18,0.5,16.6,1,0,0,0.19,-0.1,-0.1,370,328,40,14,5,2,32,6,19,15,2,0,303,2,9,24,3.05,16,4,0,0,4,0,2,0.25,0,0,0,0,2,0,444,3,47,219,179,26,444,14,4,28.6,7,50,268,1250,601,20,15,1,17,9,321,41,0,12,14,0,32,7,2,0,0,31,6,8,42.9
"2022-2023","Porto","Primeira Liga","Rodrigo Conceição","POR","DF","22",16,6,547,6.1,0,0,0,0,0,0,0,0,0,0,1.5,1.5,29,15,47,0,0,0,0,0,0,0.25,0.25,0,0.25,6.1,15,12,11,4,0,11,18,61.1,7,10,0,10,8,23,12,0,278,350,79.4,4301,1170,164,181,90.6,88,116,75.9,21,36,58.3,1.5,1.1,-1.5,9,9,14,10,15,0,1,0,0,0.16,0,0,NA,32.9,0,0,0,0.01,0,0,350,278,72,5,2,2,31,67,0,0,0,0,278,0,8,14,2.31,12,0,1,0,1,0,0,0,0,0,0,0,0,0,430,9,110,191,138,12,430,27,11,40.7,12,44.4,231,1439,827,29,17,5,12,4,246,47,0,8,13,1,31,12,0,0,0,38,6,8,42.9
"2022-2023","Porto","Primeira Liga","Danny Loader","ENG","FW,MF","21",22,5,453,5,3,2,5,3,0,0,2,0,2.2,2.2,2.6,4.9,17,18,36,0.6,0.4,0.99,0.6,0.99,0.45,0.53,0.99,0.45,0.99,5,8,6,4,2,2,2,6,33.3,4,4,0,4,2,10,4,0,124,159,78,1717,330,74,85,87.1,35,44,79.5,6,11,54.5,2.6,1.1,-0.6,12,11,6,2,18,3,15,7,46.7,2.98,1.39,0.2,0.43,15.8,0,0,0,0.15,0.8,0.8,159,154,4,0,4,0,10,0,0,0,0,0,124,1,2,22,4.47,18,0,2,2,0,0,4,0.81,1,0,1,2,0,0,225,4,20,92,114,27,225,22,10,45.5,12,54.5,136,846,434,17,9,5,13,5,164,36,0,21,9,2,10,6,0,0,0,29,11,17,39.3
"2022-2023","Porto","Primeira Liga","Wilson Manafá","POR","DF","28",7,5,308,3.4,0,0,0,0,0,0,1,0,0,0,0.1,0.1,10,15,27,0,0,0,0,0,0,0.03,0.03,0,0.03,3.4,3,3,2,1,0,2,3,66.7,1,7,1,6,3,6,6,0,160,189,84.7,2425,721,91,100,91,57,67,85.1,9,12,75,0.1,0.3,-0.1,1,13,9,5,15,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,189,163,26,0,0,0,6,26,0,0,0,0,160,0,6,7,2.05,7,0,0,0,0,0,2,0.58,2,0,0,0,0,0,226,9,53,105,69,4,226,8,4,50,4,50,123,606,320,10,7,2,8,4,150,27,0,2,2,1,6,3,0,0,0,21,3,3,50
"2022-2023","Porto","Primeira Liga","Bruno Xavier Almeida Costa","POR","MF","25",6,4,265,2.9,0,1,1,0,0,0,0,0,0.6,0.6,1.3,1.9,6,15,13,0,0.34,0.34,0,0.34,0.21,0.44,0.65,0.21,0.65,2.9,7,4,0,7,0,6,11,54.5,5,0,0,0,2,9,1,0,116,153,75.8,2043,812,60,63,95.2,40,56,71.4,15,25,60,1.3,1.4,-0.3,8,15,4,1,15,0,5,2,40,1.7,0.68,0,0,18.4,1,0,0,0.13,-0.6,-0.6,153,129,23,10,2,0,18,1,12,5,6,0,116,1,5,10,3.4,3,7,0,0,0,0,1,0.34,0,1,0,0,0,0,178,1,21,98,61,8,178,7,3,42.9,2,28.6,101,537,269,6,4,1,4,3,112,13,0,4,1,0,18,4,0,0,0,15,2,2,50
"2022-2023","Porto","Primeira Liga","Gabriel Veron","BRA","MF,FW","19",17,2,405,4.5,0,2,2,0,0,0,1,0,1.3,1.3,2,3.3,19,17,55,0,0.44,0.44,0,0.44,0.3,0.45,0.75,0.3,0.75,4.5,14,10,5,5,4,4,7,57.1,3,5,0,5,2,16,4,0,107,152,70.4,1436,432,62,77,80.5,33,46,71.7,3,8,37.5,2,2.5,0,9,7,5,1,17,0,16,6,37.5,3.56,1.33,0,0,16.3,0,0,0,0.08,-1.3,-1.3,152,146,5,0,3,1,12,3,1,0,1,0,107,1,7,23,5.27,15,0,1,2,4,1,5,1.15,3,0,0,2,0,0,220,2,17,75,129,38,220,16,4,25,10,62.5,140,780,416,19,9,7,9,5,147,55,0,15,8,4,12,10,0,0,0,22,3,6,33.3
"2022-2023","Porto","Primeira Liga","Bernardo Folha","POR","MF,FW","20",5,1,58,0.6,0,0,0,0,0,0,2,1,0.1,0.1,0,0.1,4,2,2,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0.6,3,1,2,1,0,3,5,60,2,1,0,1,0,3,0,0,29,35,82.9,359,124,18,19,94.7,8,10,80,1,2,50,0,0,0,0,5,0,0,2,0,2,0,0,3.1,0,0,NA,13.7,0,0,0,0.07,-0.1,-0.1,35,33,0,0,0,0,0,0,0,0,0,0,29,2,0,2,3.05,1,0,0,1,0,0,0,0,0,0,0,0,0,0,51,1,14,29,8,2,51,5,2,40,2,40,25,196,122,4,1,1,1,1,34,2,1,2,2,0,0,1,0,0,0,7,0,0,NA
"2022-2023","Porto","Primeira Liga","Gonçalo Borges","POR","FW,MF","21",10,0,114,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.5,12,6,13,0,0,0,0,0,0.21,0.21,0.42,0.21,0.42,1.3,3,3,2,1,0,2,2,100,0,1,0,1,0,3,1,0,28,49,57.1,392,158,17,23,73.9,9,16,56.3,1,5,20,0.3,0.3,-0.3,2,2,1,1,6,0,6,2,33.3,4.74,1.58,0,0,19.1,0,0,0,0.04,-0.3,-0.3,49,48,1,0,0,0,14,1,0,0,0,0,28,0,2,5,3.95,4,0,1,0,0,0,0,0,0,0,0,0,0,0,72,1,11,20,44,8,72,14,5,35.7,6,42.9,54,499,243,12,7,1,4,2,53,13,0,3,2,1,14,3,0,0,0,9,1,0,100
"2022-2023","Porto","Primeira Liga","Vasco Sousa","POR","MF","19",1,0,4,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,1,0,0,0,0,0,0,0,2.21,2.21,0,2.21,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,7,57.1,39,9,4,7,57.1,0,0,NA,0,0,NA,0.1,0,-0.1,1,0,0,0,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,2,4,1,7,0,0,NA,0,NA,3,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"2022-2023","Porto","Primeira Liga","Abraham Marcus","NGA","FW","22",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,2,3,66.7,27,2,1,2,50,1,1,100,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,1,1,100,0,0,3,33,15,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2022-2023","Braga","Primeira Liga","Ricardo Horta","POR","MF,FW","27",30,30,2611,29,14,8,22,13,1,3,4,0,13,10.7,5.8,16.5,56,185,196,0.48,0.28,0.76,0.45,0.72,0.45,0.2,0.65,0.37,0.57,29,35,16,7,17,11,19,49,38.8,30,25,2,23,12,47,14,0,982,1206,81.4,14632,4103,518,583,88.9,316,376,84,71,117,60.7,5.8,5.9,2.2,69,107,51,6,185,14,91,42,46.2,3.14,1.45,0.14,0.31,20.3,5,1,3,0.12,1,2.3,1206,1116,86,22,6,7,54,34,25,11,7,0,982,4,34,153,5.27,122,6,2,10,11,2,18,0.62,14,1,1,0,1,1,1529,17,128,658,761,123,1526,53,19,35.8,30,56.6,892,4031,2162,56,71,11,57,30,1104,196,0,20,43,1,54,16,0,0,0,150,7,9,43.8
"2022-2023","Braga","Primeira Liga","Iuri Medeiros","POR","MF,FW","28",30,29,2059,22.9,10,6,16,8,2,2,5,0,7.8,6.2,9.3,15.5,58,128,154,0.44,0.26,0.7,0.35,0.61,0.34,0.41,0.75,0.27,0.68,22.9,24,11,7,14,3,12,32,37.5,20,21,1,20,6,30,8,0,724,941,76.9,13375,3344,356,406,87.7,228,273,83.5,121,191,63.4,9.3,8,-3.3,58,67,50,10,128,10,80,32,40,3.5,1.4,0.1,0.25,20.8,6,2,2,0.08,2.2,1.8,941,858,80,21,17,23,90,3,56,33,8,2,724,3,28,122,5.33,78,20,11,9,4,0,18,0.79,11,0,3,3,1,0,1180,7,95,499,599,90,1178,75,40,53.3,31,41.3,727,3758,1728,58,45,25,33,24,866,154,0,16,25,5,90,11,1,0,0,95,5,11,31.3
"2022-2023","Braga","Primeira Liga","Almoatasem Al Musrati","LBY","MF","26",28,28,2309,25.7,3,2,5,3,0,0,8,0,1.5,1.5,2.9,4.5,12,193,12,0.12,0.08,0.19,0.12,0.19,0.06,0.11,0.17,0.06,0.17,25.7,66,34,23,35,8,29,63,46,34,44,13,31,57,123,26,0,1342,1606,83.6,28708,8956,433,499,86.8,612,684,89.5,273,351,77.8,2.9,2.5,-0.9,22,174,12,0,193,3,27,10,37,1.05,0.39,0.11,0.3,18.5,0,0,0,0.06,1.5,1.5,1606,1563,37,32,12,38,7,0,0,0,0,0,1342,6,19,51,1.99,42,2,0,3,1,3,5,0.19,4,0,0,1,0,0,1863,54,397,1262,219,26,1863,16,10,62.5,5,31.3,1034,4320,1716,12,21,0,23,18,1286,12,0,38,18,0,7,34,0,0,0,206,38,28,57.6
"2022-2023","Braga","Primeira Liga","André Horta","POR","MF","25",32,27,2075,23.1,1,4,5,1,0,0,4,0,1.9,1.9,2.9,4.8,66,196,73,0.04,0.17,0.22,0.04,0.22,0.08,0.12,0.21,0.08,0.21,23.1,37,23,14,17,6,22,54,40.7,32,24,7,17,13,50,12,1,1447,1701,85.1,26928,7354,606,648,93.5,630,700,90,179,295,60.7,2.9,3.9,1.1,37,178,33,9,196,1,40,12,30,1.73,0.52,0.03,0.08,24.6,0,0,0,0.05,-0.9,-0.9,1701,1513,181,68,4,37,109,20,84,42,8,1,1447,7,8,109,4.72,76,28,1,4,0,0,12,0.52,9,3,0,0,0,0,1882,31,271,1081,546,29,1882,37,19,51.4,13,35.1,1146,6406,3406,66,59,8,17,18,1376,73,0,23,14,0,109,23,0,0,0,155,0,5,0
"2022-2023","Braga","Primeira Liga","Vítor Tormena","BRA","DF","26",27,26,2345,26.1,1,0,1,1,0,0,6,1,1.6,1.6,0.4,2,14,91,2,0.04,0,0.04,0.04,0.04,0.06,0.02,0.08,0.06,0.08,26.1,24,18,14,8,2,17,27,63,10,42,21,21,31,55,109,1,1331,1572,84.7,27641,9283,361,405,89.1,797,856,93.1,159,275,57.8,0.4,0.4,-0.4,7,116,5,1,91,1,15,7,46.7,0.58,0.27,0.07,0.14,10.2,0,0,0,0.11,-0.6,-0.6,1572,1530,34,29,0,8,2,5,0,0,0,0,1331,8,6,23,0.88,19,0,0,2,1,1,1,0.04,0,0,0,1,0,0,1824,168,850,933,49,19,1824,2,1,50,1,50,1102,5672,2883,14,10,0,5,0,1245,2,0,23,5,2,2,18,0,0,0,135,65,24,73
"2022-2023","Braga","Primeira Liga","Abel Ruiz","ESP","FW","22",34,26,2074,23,8,6,14,8,0,0,4,0,7.6,7.6,3.2,10.8,51,28,180,0.35,0.26,0.61,0.35,0.61,0.33,0.14,0.47,0.33,0.47,23,13,7,4,7,2,5,19,26.3,14,18,2,16,7,20,9,0,392,513,76.4,4876,648,258,301,85.7,77,106,72.6,18,27,66.7,3.2,2.8,2.8,31,6,15,4,28,8,50,20,40,2.17,0.87,0.16,0.4,13.6,0,0,0,0.15,0.4,0.4,513,493,16,0,3,3,19,7,0,0,0,0,392,4,19,64,2.78,56,1,2,4,0,1,14,0.61,11,0,2,1,0,0,707,13,39,194,479,156,707,28,13,46.4,14,50,414,2337,1080,51,24,30,53,25,535,180,0,19,9,10,19,7,0,0,0,53,17,41,29.3
